Students,学生们,
Guardian Interests,监护人利益,
Guardian Interest,监护人利益,
Interest,利息,
Guardian Student,学生监护人,
EDU-INS-.YYYY.-,EDU-INS-.YYYY.-,
Instructor Log,讲师日志,
Other details,其他详细信息,
Option,选项,
Is Correct,是正确的,
Program Name,程序名称,
Program Abbreviation,计划缩写,
Courses,课程,
Is Published,已发布,
Allow Self Enroll,允许自我注册,
Is Featured,精选,
Intro Video,介绍视频,
Program Course,课程计划,
School House,学校议院,
Boarding Student,寄宿学生,
Check this if the Student is residing at the Institute's Hostel.,如果学生住在学院的旅馆，勾选此项。,
Walking,步行,
Institute's Bus,学院的巴士,
Public Transport,公共交通,
Self-Driving Vehicle,自驾车,
Pick/Drop by Guardian,由守护者选择,
Enrolled courses,入学课程,
Program Enrollment Course,课程注册课程,
Program Enrollment Fee,计划注册费,
Program Enrollment Tool,计划注册工具,
Get Students From,从... 选择学生,
Student Applicant,学生申请,
Get Students,让学生,
Enrollment Details,注册信息,
New Program,新程序,
New Student Batch,新学生批次,
Enroll Students,招生,
New Academic Year,新学年,
New Academic Term,新学期,
Program Enrollment Tool Student,计划注册学生工具,
Student Batch Name,学生批次名,
Program Fee,课程费用,
Question,题,
Single Correct Answer,单一正确答案,
Multiple Correct Answer,多个正确的答案,
Quiz Configuration,测验配置,
Passing Score,合格分数,
Score out of 100,得分100分,
Max Attempts,Max尝试,
Enter 0 to waive limit,输入0以放弃限制,
Grading Basis,评分基础,
Latest Highest Score,最新的最高分,
Latest Attempt,最新尝试,
Quiz Activity,测验活动,
Enrollment,注册,
Pass,通过,
Quiz Question,测验问题,
Quiz Result,测验结果,
Selected Option,选择的选项,
Correct,正确,
Wrong,错误,
Room Name,房间名称,
Room Number,房间号,
Seating Capacity,座位数,
House Name,房名,
EDU-STU-.YYYY.-,EDU-STU-.YYYY.-,
Student Mobile Number,学生手机号码,
Joining Date,入职日期,
Blood Group,血型,
A+,A +,
A-,A-,
B+,B +,
B-,B-,
O+,O +,
O-,O-,
AB+,AB +,
AB-,AB-,
Nationality,国籍,
Home Address,主页地址,
Guardian Details,监护人详细信息,
Guardians,守护者,
Sibling Details,兄弟姐妹信息,
Siblings,兄弟姐妹,
Exit,离职,
Date of Leaving,离开日期,
Leaving Certificate Number,毕业证书号码,
Reason For Leaving,离开的原因,
Student Admission,学生入学,
Admission Start Date,准入开始日期,
Admission End Date,准入结束日期,
Publish on website,发布在网站上,
Eligibility and Details,资格和细节,
Student Admission Program,学生入学计划,
Minimum Age,最低年龄,
Maximum Age,最大年龄,
Application Fee,报名费,
Naming Series (for Student Applicant),名录（面向学生申请人）,
LMS Only,仅限LMS,
EDU-APP-.YYYY.-,EDU-APP-.YYYY.-,
Application Status,应用现状,
Application Date,申请日期,
Student Attendance Tool,学生考勤工具,
Group Based On,分组依据,
Students HTML,学生HTML,
Group Based on,基于组,
Student Group Name,学生组名称,
Max Strength,最大力量,
Set 0 for no limit,为不限制设为0,
Instructors,教师,
Student Group Creation Tool,学生组创建工具,
Leave blank if you make students groups per year,如果您每年制作学生团体，请留空,
Get Courses,获取课程,
Separate course based Group for every Batch,为每个批次分离基于课程的组,
Leave unchecked if you don't want to consider batch while making course based groups. ,如果您不想在制作基于课程的组时考虑批量，请不要选中。,
Student Group Creation Tool Course,学生组创建工具课程,
Course Code,课程代码,
Student Group Instructor,学生组教导,
Student Group Student,学生组学生,
Group Roll Number,组卷编号,
Student Guardian,学生家长,
Relation,关系,
Mother,母亲,
Father,父亲,
Student Language,学生语言,
Student Leave Application,学生请假申请,
Mark as Present,标记为现,
Student Log,学生登录,
Academic,学术的,
Achievement,已完成的,
Student Report Generation Tool,学生报表生成工具,
Include All Assessment Group,包括所有评估小组,
Show Marks,显示标记,
Add letterhead,添加信头,
Print Section,打印部分,
Total Parents Teacher Meeting,总计家长教师会议,
Attended by Parents,父母代出席,
Assessment Terms,评估条款,
Student Sibling,学生兄弟,
Studying in Same Institute,就读于同一研究所,
NO,没有,
YES,是,
Student Siblings,学生兄弟姐妹,
Topic Content,主题内容,
Amazon MWS Settings,亚马逊MWS设置,
ERPNext Integrations,網店連結(自動化),
Enable Amazon,启用亚马逊,
MWS Credentials,MWS凭证,
Seller ID,卖家ID,
AWS Access Key ID,AWS访问密钥ID,
MWS Auth Token,MWS 验证令牌,
Market Place ID,市场ID,
AE,自动曝光,
AU,AU,
BR,BR,
CA,钙,
CN,CN,
DE,DE,
ES,ES,
FR,FR,
IN,在,
JP,J.P,
IT,IT,
MX,MX,
UK,英国,
US,我们,
Customer Type,客户类型,
Market Place Account Group,市场账户组,
After Date,日期之后,
Amazon will synch data updated after this date,亚马逊将同步在此日期之后更新的数据,
Sync Taxes and Charges,同步税费,
Get financial breakup of Taxes and charges data by Amazon ,获取亚马逊的税收和收费数据的财务细分,
Sync Products,同步产品,
Always sync your products from Amazon MWS before synching the Orders details,同步订单详细信息之前，请始终从Amazon MWS同步您的产品,
Sync Orders,同步订单,
Click this button to pull your Sales Order data from Amazon MWS.,单击此按钮可从亚马逊MWS中提取销售订单数据。,
Enable Scheduled Sync,启用预定同步,
Check this to enable a scheduled Daily synchronization routine via scheduler,选中此选项可通过调度程序启用计划的每日同步例程,
Max Retry Limit,最大重试限制,
Exotel Settings,Exotel设置,
Account SID,帐户SID,
API Token,API令牌,
GoCardless Mandate,GoCardless任务,
Mandate,要求,
GoCardless Customer,GoCardless客户,
GoCardless Settings,GoCardless设置,
Webhooks Secret,Webhooks的秘密,
Plaid Settings,格子设置,
Synchronize all accounts every hour,每小时同步所有帐户,
Plaid Client ID,格子客户端ID,
Plaid Secret,格子秘密,
Plaid Environment,格子环境,
sandbox,沙盒,
development,发展,
production,生产,
QuickBooks Migrator,QuickBooks Migrator,
Application Settings,应用程序设置,
Token Endpoint,令牌端点,
Scope,范围,
Authorization Settings,授权设置,
Authorization Endpoint,授权端点,
Authorization URL,授权URL,
Quickbooks Company ID,Quickbooks公司ID,
Company Settings,公司设置,
Default Shipping Account,默认运输帐户,
Default Warehouse,默认仓库,
Default Cost Center,默认成本中心,
Undeposited Funds Account,未存入资金账户,
Shopify Log,Shopify日志,
Request Data,请求数据,
Shopify Settings,Shopify设置,
status html,状态HTML,
Enable Shopify,启用Shopify,
App Type,应用类型,
Last Sync Datetime,上次同步日期时间,
Shop URL,商店网址,
eg: frappe.myshopify.com,例如：frappe.myshopify.com,
Shared secret,共享秘密,
Webhooks Details,Webhooks详细信息,
Webhooks,网络挂接,
Customer Settings,客户设置,
Default Customer,默认客户,
Customer Group will set to selected group while syncing customers from Shopify,客户组将在同步Shopify客户的同时设置为选定的组,
For Company,对公司,
Cash Account will used for Sales Invoice creation,现金科目将用于创建销售费用清单,
Update Price from Shopify To ERPNext Price List,将Shopify更新到ERPNext价格清单,
Default Warehouse to to create Sales Order and Delivery Note,默认仓库到创建销售订单和交货单,
Sales Order Series,销售订单系列,
Import Delivery Notes from Shopify on Shipment,在发货时从Shopify导入交货单,
Delivery Note Series,销售出货单系列,
Import Sales Invoice from Shopify if Payment is marked,如果付款已标记，则从Shopify导入销售费用清单,
Sales Invoice Series,销售费用清单系列,
Shopify Tax Account,Shopify税收科目,
Shopify Tax/Shipping Title,Shopify税/运输标题,
ERPNext Account,ERPNext科目,
Shopify Webhook Detail,Shopify Webhook详细信息,
Webhook ID,Webhook ID,
Tally Migration,理货迁移,
Master Data,主要的数据,
"Data exported from Tally that consists of the Chart of Accounts, Customers, Suppliers, Addresses, Items and UOMs",从Tally导出的数据包括科目表，客户，供应商，地址，物料和UOM,
Is Master Data Processed,主数据是否已处理,
Is Master Data Imported,是否导入主数据,
Tally Creditors Account,理货债权人账户,
Creditors Account set in Tally,Tally中设置的债权人帐户,
Tally Debtors Account,理货债务人账户,
Debtors Account set in Tally,负债表中设置的债务人帐户,
Tally Company,理货公司,
Company Name as per Imported Tally Data,根据导入的理货数据的公司名称,
Default UOM,默认UOM,
UOM in case unspecified in imported data,如果未在导入的数据中指定UOM,
ERPNext Company,ERPNext公司,
Your Company set in ERPNext,您的公司在ERPNext中设置,
Processed Files,已处理的文件,
Parties,派对,
UOMs,计量单位,
Vouchers,优惠券,
Round Off Account,四舍五入科目,
Day Book Data,日簿数据,
Day Book Data exported from Tally that consists of all historic transactions,从Tally导出的包含所有历史交易的日簿数据,
Is Day Book Data Processed,是否处理了日记簿数据,
Is Day Book Data Imported,是否导入了日记簿数据,
Woocommerce Settings,Woocommerce设置,
Enable Sync,启用同步,
Woocommerce Server URL,Woocommerce服务器URL,
Secret,秘密,
API consumer key,应用程序界面消费者密钥,
API consumer secret,应用程序界面消费者秘密,
Tax Account,税收科目,
Freight and Forwarding Account,货运和转运科目,
Creation User,创作用户,
"The user that will be used to create Customers, Items and Sales Orders. This user should have the relevant permissions.",将用于创建客户，项目和销售订单的用户。该用户应具有相关权限。,
"This warehouse will be used to create Sales Orders. The fallback warehouse is ""Stores"".",该仓库将用于创建销售订单。后备仓库是“商店”。,
"The fallback series is ""SO-WOO-"".",后备系列是“SO-WOO-”。,
This company will be used to create Sales Orders.,该公司将用于创建销售订单。,
Delivery After (Days),交货后（天）,
This is the default offset (days) for the Delivery Date in Sales Orders. The fallback offset is 7 days from the order placement date.,这是销售订单中交货日期的默认偏移量（天）。后备偏移量是从下单日期算起的7天。,
"This is the default UOM used for items and Sales orders. The fallback UOM is ""Nos"".",这是用于商品和销售订单的默认UOM。后备UOM是“不”。,
Endpoints,端点,
Endpoint,端点,
Antibiotic Name,抗生素名称,
Healthcare Administrator,医疗管理员,
Laboratory User,实验室用户,
Is Inpatient,住院病人,
Default Duration (In Minutes),默认持续时间（以分钟为单位）,
Body Part,身体的一部分,
Body Part Link,身体部位链接,
HLC-CPR-.YYYY.-,HLC-CPR-.YYYY.-,
Procedure Template,程序模板,
Procedure Prescription,程序处方,
Service Unit,服务单位,
Consumables,耗材,
Consume Stock,消费股票,
Invoice Consumables Separately,发票耗材分开,
Consumption Invoiced,消费发票,
Consumable Total Amount,耗材总量,
Consumption Details,消费明细,
Nursing User,护理用户,
Clinical Procedure Item,临床流程项目,
Invoice Separately as Consumables,作为耗材单独费用清单,
Transfer Qty,转移数量,
Actual Qty (at source/target),实际数量（源/目标）,
Is Billable,是可计费的,
Allow Stock Consumption,允许库存消耗,
Sample UOM,样本单位,
Collection Details,收集细节,
Change In Item,项目变更,
Codification Table,编纂表,
Complaints,投诉,
Dosage Strength,剂量强度,
Strength,强度,
Drug Prescription,药物处方,
Drug Name / Description,药物名称/说明,
Dosage,剂量,
Dosage by Time Interval,剂量按时间间隔,
Interval,间隔,
Interval UOM,间隔UOM,
Hour,小时,
Update Schedule,更新时间排程,
Exercise,行使,
Difficulty Level,难度级别,
Counts Target,计算目标,
Counts Completed,计数完成,
Assistance Level,协助等级,
Active Assist,主动辅助,
Exercise Name,练习名称,
Body Parts,身体部位,
Exercise Instructions,练习说明,
Exercise Video,运动视频,
Exercise Steps,锻炼步骤,
Steps,脚步,
Steps Table,步骤表,
Exercise Type Step,运动类型步骤,
Max number of visit,最大访问次数,
Visited yet,已访问,
Reference Appointments,参考预约,
Valid till,有效期至,
Fee Validity Reference,费用有效期参考,
Basic Details,基本细节,
HLC-PRAC-.YYYY.-,HLC-PRAC-.YYYY.-,
Mobile,手提電話:,
Phone (R),電話:（R）,
Phone (Office),电话（办公室）,
Employee and User Details,员工和用户详细信息,
Hospital,医院,
Appointments,约会,
Practitioner Schedules,从业者时间表,
Charges,费用,
Out Patient Consulting Charge,门诊咨询费,
Default Currency,默认货币,
Healthcare Schedule Time Slot,医疗保健计划时间槽,
Parent Service Unit,上级服务单位,
Service Unit Type,服务单位类型,
Allow Appointments,允许任命,
Allow Overlap,允许重叠,
Inpatient Occupancy,住院病人入住率,
Occupancy Status,职业状况,
Vacant,空的,
Occupied,占据,
Item Details,品目详细信息,
UOM Conversion in Hours,UOM按小时转换,
Rate / UOM,费率/ UOM,
Change in Item,项目的更改,
Out Patient Settings,不住院病人设置,
Patient Name By,病人姓名By,
Patient Name,病人姓名,
Link Customer to Patient,将客户与病人联系起来,
"If checked, a customer will be created, mapped to Patient.\nPatient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.",如果选中，将创建一个客户，映射到病人。将针对该客户创建病人费用清单。您也可以在创建病人时选择现有客户。,
Default Medical Code Standard,默认医疗代码标准,
Collect Fee for Patient Registration,收取病人登记费,
Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.,选中此选项将默认创建具有“禁用”状态的新病人，并且仅在开具注册费发票后才能启用。,
Registration Fee,注册费用,
Automate Appointment Invoicing,自动预约发票,
Manage Appointment Invoice submit and cancel automatically for Patient Encounter,管理预约费用清单的提交和自动取消以满足病人的需求,
Enable Free Follow-ups,启用免费跟进,
Number of Patient Encounters in Valid Days,有效天数中的病人人数,
The number of free follow ups (Patient Encounters in valid days) allowed,允许的免费跟进次数（病人在有效期内遇到）,
Valid Number of Days,有效天数,
Time period (Valid number of days) for free consultations,免费咨询的时间段（有效天数）,
Default Healthcare Service Items,默认医疗服务项目,
"You can configure default Items for billing consultation charges, procedure consumption items and inpatient visits",您可以为帐单咨询费用，程序消耗项目和住院访问配置默认项目,
Clinical Procedure Consumable Item,临床程序消耗品,
Default Accounts,默认账户,
Default income accounts to be used if not set in Healthcare Practitioner to book Appointment charges.,如果未在医生执业者中设置预约费用，则使用默认收入帐户。,
Default receivable accounts to be used to book Appointment charges.,默认的应收帐款将用于预订约会费用。,
Out Patient SMS Alerts,不住院病人短信,
Patient Registration,病人登记,
Registration Message,注册信息,
Confirmation Message,确认讯息,
Avoid Confirmation,避免确认,
Do not confirm if appointment is created for the same day,不要确认是否在同一天创建约会,
Appointment Reminder,预约提醒,
Reminder Message,提醒信息,
Remind Before,在...之前提醒,
Laboratory Settings,实验室设置,
Create Lab Test(s) on Sales Invoice Submission,在销售发票提交上创建实验室测试,
Checking this will create Lab Test(s) specified in the Sales Invoice on submission.,选中此复选框将创建提交时在销售发票中指定的实验室测试。,
Create Sample Collection document for Lab Test,创建样本收集文档以进行实验室测试,
Checking this will create a Sample Collection document  every time you create a Lab Test,每次创建实验室测试时，选中此项都会创建一个“样品收集”文档,
Employee name and designation in print,打印出来显示的员工姓名和职位,
Check this if you want the Name and Designation of the Employee associated with the User who submits the document to be printed in the Lab Test Report.,如果您希望与提交文档的用户相关联的员工姓名和职务名称被打印在实验室测试报告中。,
Do not print or email Lab Tests without Approval,未经批准请勿打印或通过電郵地址发送实验室测试,
Checking this will restrict printing and emailing of Lab Test documents unless they have the status as Approved.,除非状态为“已批准”，否则选中此选项将限制打印和通过電郵地址发送实验室测试文档。,
Custom Signature in Print,自定义签名打印,
Laboratory SMS Alerts,实验室短信提醒,
Result Printed Message,结果打印消息,
Result Emailed Message,结果通过電郵地址发送,
Check In,报到,
Check Out,退出,
HLC-INP-.YYYY.-,HLC-INP-.YYYY.-,
A Positive,积极的,
A Negative,一个负面的,
AB Positive,AB积极,
AB Negative,AB阴性,
B Positive,B积极,
B Negative,B负面,
O Positive,O积极,
O Negative,O负面,
Date of birth,出生日期,
Admission Scheduled,计划的准入时间,
Discharge Scheduled,预定的卸货,
Discharged,已卸货,
Admission Schedule Date,准入时间表日期,
Admitted Datetime,准入的日期时间,
Expected Discharge,预期的卸货,
Discharge Date,出院日期,
Lab Prescription,实验室处方,
Lab Test Name,实验室测试名称,
Test Created,测试已创建,
Submitted Date,提交日期,
Approved Date,批准日期,
Sample ID,样品编号,
Lab Technician,实验室技术员,
Report Preference,报表偏好,
Test Name,测试名称,
Test Template,测试模板,
Test Group,测试组,
Custom Result,自定义结果,
LabTest Approver,实验室检测审批者,
Add Test,添加测试,
Normal Range,普通范围,
Result Format,结果格式,
Single,单身,
Compound,复合,
Descriptive,描述的,
Grouped,分组,
No Result,没有结果,
This value is updated in the Default Sales Price List.,该值在默认销售价格清单中更新。,
Lab Routine,实验室常规,
Result Value,结果值,
Require Result Value,需要结果值,
Normal Test Template,正常测试模板,
Patient Demographics,病人基本資料,
HLC-PAT-.YYYY.-,HLC-PAT-.YYYY.-,
Middle Name (optional),中间名（可选）,
Inpatient Status,住院状况,
"If ""Link Customer to Patient"" is checked in Healthcare Settings and an existing Customer is not selected then, a Customer will be created for this Patient for recording transactions in Accounts module.",如果在“医疗保健设置”中选中了“将客户链接到病人”，并且未选择现有客户，则将为此病人创建一个客户，以在“帐户”模块中记录交易。,
Personal and Social History,个人和社会史,
Marital Status,婚姻状况,
Married,已婚,
Divorced,离异,
Widow,寡妇,
Patient Relation,病人关系,
"Allergies, Medical and Surgical History",过敏，医疗和外科史,
Allergies,过敏,
Medication,药物治疗,
Medical History,医学史,
Surgical History,手术史,
Risk Factors,风险因素,
Occupational Hazards and Environmental Factors,职业危害与环境因素,
Other Risk Factors,其他风险因素,
Patient Details,病人细节,
Additional information regarding the patient,有关病人的其他信息,
HLC-APP-.YYYY.-,HLC-APP-.YYYY.-,
Patient Age,病人年龄,
Get Prescribed Clinical Procedures,获取规定的临床程序,
Therapy,治疗,
Get Prescribed Therapies,获取处方疗法,
Appointment Datetime,约会日期时间,
Duration (In Minutes),持续时间（以分钟为单位）,
Reference Sales Invoice,参考销售发票,
More Info,更多信息,
Referring Practitioner,转介医生,
Reminded,已提醒,
HLC-PA-.YYYY.-,HLC-PA-.YYYY.-,
Assessment Template,评估模板,
Assessment Datetime,评估日期时间,
Assessment Description,评估说明,
Assessment Sheet,评估表,
Total Score Obtained,获得总分,
Scale Min,最小刻度,
Scale Max,最大规模,
Patient Assessment Detail,病人评估详情,
Assessment Parameter,评估参数,
Patient Assessment Parameter,病人评估参数,
Patient Assessment Sheet,病人评估表,
Patient Assessment Template,病人评估模板,
Assessment Parameters,评估参数,
Parameters,参数,
Assessment Scale,评估量表,
Scale Minimum,最小规模,
Scale Maximum,最大规模,
HLC-ENC-.YYYY.-,HLC-ENC-.YYYY.-,
Encounter Date,遇到日期,
Encounter Time,遇到时间,
Encounter Impression,遇到印象,
Symptoms,病征,
In print,已打印,
Medical Coding,医学编码,
Procedures,程序,
Therapies,疗法,
Review Details,评论细节,
Patient Encounter Diagnosis,病人遭遇诊断,
Patient Encounter Symptom,病人遭遇症状,
HLC-PMR-.YYYY.-,HLC-PMR-.YYYY.-,
Attach Medical Record,附加病历,
Reference DocType,参考文档类型,
Spouse,配偶,
Family,家庭,
Schedule Details,时间表详情,
Schedule Name,计划名称,
Time Slots,时隙,
Practitioner Service Unit Schedule,从业者服务单位时间表,
Procedure Name,程序名称,
Appointment Booked,约定已设定,
Procedure Created,程序已创建,
HLC-SC-.YYYY.-,HLC-SC-.YYYY.-,
Collected By,收藏者,
Particulars,细节,
Result Component,结果组件,
HLC-THP-.YYYY.-,HLC-THP-.YYYY.-,
Therapy Plan Details,治疗计划详情,
Total Sessions,总会议,
Total Sessions Completed,总会议完成,
Therapy Plan Detail,治疗计划详情,
No of Sessions,会话数,
Sessions Completed,会议完成,
Tele,远程,
Exercises,练习题,
Therapy For,疗法,
Add Exercises,添加练习,
Body Temperature,体温,
Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F),发烧（温度&gt; 38.5°C / 101.3°F或持续温度&gt; 38°C / 100.4°F）,
Heart Rate / Pulse,心率/脉搏,
Adults' pulse rate is anywhere between 50 and 80 beats per minute.,成年人的脉率在每分钟50到80次之间。,
Respiratory rate,呼吸频率,
Normal reference range for an adult is 16–20 breaths/minute (RCP 2012),成人的正常参考范围是16-20次呼吸/分钟（RCP 2012）,
Tongue,舌,
Coated,有涂层的,
Very Coated,涂层很厚,
Normal,正常,
Furry,毛茸茸,
Cuts,削减,
Abdomen,腹部,
Bloated,胀,
Fluid,流体,
Constipated,便秘,
Reflexes,反射,
Hyper,超,
Very Hyper,非常兴奋,
One Sided,单面,
Blood Pressure (systolic),血压（收缩期）,
Blood Pressure (diastolic),血压（舒张）,
Blood Pressure,血压,
"Normal resting blood pressure in an adult is approximately 120 mmHg systolic, and 80 mmHg diastolic, abbreviated ""120/80 mmHg""",成年人的正常静息血压约为收缩期120mmHg，舒张压80mmHg，缩写为“120 / 80mmHg”,
Nutrition Values,营养价值观,
Height (In Meter),身高（米）,
Weight (In Kilogram),体重（公斤）,
BMI,BMI,
Hotel Room,旅馆房间,
Hotel Room Type,酒店房间类型,
Capacity,容量,
Extra Bed Capacity,加床容量,
Hotel Manager,酒店经理,
Hotel Room Amenity,酒店客房舒适,
Billable,可开票,
Hotel Room Package,酒店客房配套,
Amenities,设施,
Hotel Room Pricing,酒店房间价格,
Hotel Room Pricing Item,酒店房间定价项目,
Hotel Room Pricing Package,酒店房间价格套餐,
Hotel Room Reservation,酒店房间预订,
Guest Name,客人姓名,
Late Checkin,延迟入住,
Booked,已预订,
Hotel Reservation User,酒店预订用户,
Hotel Room Reservation Item,酒店房间预订项目,
Hotel Settings,酒店设置,
Default Taxes and Charges,默认税费,
Default Invoice Naming Series,默认费用清单名录,
Additional Salary,额外薪水,
HR,HR,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-。MM.-,
Salary Component,薪资构成,
Overwrite Salary Structure Amount,覆盖薪资结构金额,
Deduct Full Tax on Selected Payroll Date,在选定的工资日期扣除全额税,
Payroll Date,工资日期,
Date on which this component is applied,应用此组件的日期,
Salary Slip,工资单,
Salary Component Type,薪资组件类型,
HR User,HR用户,
Appointment Letter,预约信,
Job Applicant,求职者,
Applicant Name,申请人姓名,
Appointment Date,约会日期,
Appointment Letter Template,预约信模板,
Body,身体,
Closing Notes,结束语,
Appointment Letter content,预约信内容,
Appraisal,绩效评估,
HR-APR-.YY.-.MM.,HR-APR-.YY.-.MM。,
Appraisal Template,评估模板,
For Employee Name,员工姓名,
Goals,绩效指标,
Total Score (Out of 5),总分（满分5分）,
"Any other remarks, noteworthy effort that should go in the records.",任何其他注释，值得一提的努力，应该记录下来。,
Appraisal Goal,绩效评估指标,
Key Responsibility Area,关键责任范围,
Weightage (%),权重（％）,
Score (0-5),得分（0-5）,
Score Earned,已得分数,
Appraisal Template Title,评估模板标题,
Appraisal Template Goal,评估目标模板,
KRA,KRA,
Key Performance Area,关键绩效区,
HR-ATT-.YYYY.-,HR-ATT-.YYYY.-,
On Leave,休假,
Work From Home,在家工作,
Leave Application,休假申请,
Attendance Date,考勤日期,
Attendance Request,考勤申请,
Late Entry,迟入,
Early Exit,提前退出,
Half Day Date,半天日期,
On Duty,值班,
Explanation,说明,
Compensatory Leave Request,补休（假）申请,
Leave Allocation,分配休假天数,
Worked On Holiday,假期内加班,
Work From Date,从日期开始工作,
Work End Date,工作结束日期,
Email Sent To,電郵地址发送至,
Select Users,选择用户,
Send Emails At,電郵地址发送时机,
Reminder,提醒器,
Daily Work Summary Group User,每日工作总结组用户,
email,電郵地址,
Parent Department,上级部门,
Leave Block List,禁止休假日列表,
Days for which Holidays are blocked for this department.,此部门的禁离日,
Leave Approver,休假审批人,
Expense Approver,费用审批人,
Department Approver,部门批准人,
Approver,审批者,
Required Skills,所需技能,
Skills,技能,
Designation Skill,指定技巧,
Skill,技能,
Driver,司机,
HR-DRI-.YYYY.-,HR-DRI-.YYYY.-,
Suspended,暂停,
Transporter,承运商,
Applicable for external driver,适用于外部驱动器,
Cellphone Number,手机号码,
License Details,许可证信息,
License Number,许可证号,
Issuing Date,发行日期,
Driving License Categories,驾驶执照类别,
Driving License Category,驾驶执照类别,
Fleet Manager,车队经理,
Driver licence class,驾驶执照等级,
HR-EMP-,HR-EMP-,
Employment Type,员工类别,
Emergency Contact,紧急联络人,
Emergency Contact Name,紧急联络名字,
Emergency Phone,紧急电话,
ERPNext User,ERPNext用户,
"System User (login) ID. If set, it will become default for all HR forms.",系统用户的（登录）ID，将作为人力资源表单的默认ID。,
Create User Permission,创建用户权限,
This will restrict user access to other employee records,这将限制用户访问其他员工记录,
Joining Details,入职信息,
Offer Date,录用日期,
Confirmation Date,确认日期,
Contract End Date,合同结束日期,
Notice (days),通告（天）,
Date Of Retirement,退休日期,
Department and Grade,部门和职级,
Reports to,上级主管,
Attendance and Leave Details,出勤和离职详情,
Leave Policy,休假政策,
Attendance Device ID (Biometric/RF tag ID),考勤设备ID（生物识别/ RF标签ID）,
Applicable Holiday List,适用于该员工的假期列表,
Default Shift,默认Shift,
Salary Details,薪资信息,
Salary Mode,工资发放方式,
Bank A/C No.,银行账号,
Health Insurance,医保,
Health Insurance Provider,保险公司,
Health Insurance No,保单号,
Prefered Email,首选電郵地址,
Personal Email,个人電郵地址,
Permanent Address Is,永久地址,
Rented,租,
Owned,已有所有者,
Permanent Address,永久地址,
Prefered Contact Email,首选联系邮箱,
Company Email,企业邮箱,
Provide Email Address registered in company,提供公司注册邮箱地址,
Current Address Is,当前地址性质,
Current Address,当前地址,
Personal Bio,个人履历,
Bio / Cover Letter,履历/求职信,
Short biography for website and other publications.,在网站或其他出版物使用的个人简介,
Passport Number,护照号码,
Date of Issue,签发日期,
Place of Issue,签发地点,
Widowed,丧偶,
Family Background,家庭背景,
"Here you can maintain family details like name and occupation of parent, spouse and children",这里可以保存家庭详细信息，如姓名，父母、配偶及子女的职业等,
Health Details,健康信息,
"Here you can maintain height, weight, allergies, medical concerns etc",这里可以保存身高，体重，是否对某药物过敏等,
Educational Qualification,学历,
Previous Work Experience,以前工作经验,
External Work History,外部就职经历,
History In Company,公司内履历,
Internal Work History,内部工作经历,
Resignation Letter Date,辞职信日期,
Relieving Date,离职日期,
Reason for Leaving,离职原因,
Leave Encashed?,假期已折现？,
Encashment Date,折现日期,
New Workplace,新工作地点,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-,
Returned Amount,退货金额,
Claimed,已申报,
Advance Account,预支科目,
Employee Attendance Tool,员工考勤工具,
Unmarked Attendance,无标记考勤,
Employees HTML,HTML员工,
Marked Attendance,已标记的考勤,
Marked Attendance HTML,标记的考勤HTML,
Employee Benefit Application,员工福利申请,
Max Benefits (Yearly),最大收益（每年）,
Remaining Benefits (Yearly),剩余福利（每年）,
Payroll Period,工资期间,
Benefits Applied,已实施的福利,
Dispensed Amount (Pro-rated),分配金额（按比例分配）,
Employee Benefit Application Detail,员工福利申请信息,
Earning Component,收入组件,
Pay Against Benefit Claim,根据福利申报支付,
Max Benefit Amount,最大福利金额,
Employee Benefit Claim,员工福利申报,
Claim Date,申报日期,
Benefit Type and Amount,福利类型和金额,
Claim Benefit For,福利类型（薪资构成）,
Max Amount Eligible,最高金额合格,
Expense Proof,费用证明,
Employee Boarding Activity,员工寄宿活动,
Activity Name,活动名称,
Task Weight,任务权重,
Required for Employee Creation,用于创建员工时,
Applicable in the case of Employee Onboarding,适用于员工入职,
Employee Checkin,员工签到,
Log Type,日志类型,
OUT,OUT,
Location / Device ID,位置/设备ID,
Skip Auto Attendance,跳过自动出勤,
Shift Start,转移开始,
Shift End,转移结束,
Shift Actual Start,切换实际开始,
Shift Actual End,转移实际结束,
Employee Education,员工教育,
School/University,学校/大学,
Graduate,研究生,
Post Graduate,研究生,
Under Graduate,本科,
Year of Passing,年份,
Class / Percentage,类/百分比,
Major/Optional Subjects,主修/选修科目,
Employee External Work History,员工外部就职经历,
Total Experience,总经验,
Default Leave Policy,默认休假政策,
Default Salary Structure,默认薪资结构,
Employee Group Table,员工组表,
ERPNext User ID,ERPNext用户ID,
Employee Health Insurance,员工医保,
Health Insurance Name,医保名称,
Employee Incentive,员工激励,
Incentive Amount,激励金额,
Employee Internal Work History,员工内部就职经历,
Employee Onboarding,员工入职,
Notify users by email,通过電郵地址通知用户,
Employee Onboarding Template,员工入职模板,
Activities,活动,
Employee Onboarding Activity,员工入职活动,
Employee Other Income,员工其他收入,
Employee Promotion,员工晋升,
Promotion Date,升职日期,
Employee Promotion Details,员工升职信息,
